%OBCI Data Log - 2014-10-22_17-39-29
0.0,-5758.949,5407.6245,-5688.2954,5456.2173,-159241.44,-167000.14,-166815.84,-135463.02
1.0,-5738.117,5268.574,-5765.699,5316.7197,-159159.34,-166920.14,-166728.5,-135375.53
2.0,-5678.103,5145.081,-5764.8726,5194.2993,-159081.81,-166845.17,-166647.03,-135295.02
3.0,-5743.7725,5267.434,-5798.467,5316.4517,-159150.88,-166913.03,-166720.98,-135369.11
4.0,-5762.1455,5408.2725,-5697.9736,5456.821,-159238.5,-166998.19,-166813.44,-135460.66
5.0,-5747.058,5304.4263,-5753.071,5352.2593,-159178.77,-166939.92,-166749.42,-135396.53
6.0,-5682.126,5149.663,-5766.6826,5198.6133,-159083.58,-166847.88,-166649.03,-135297.05
7.0,-5729.445,5235.136,-5797.7964,5284.131,-159130.47,-166894.23,-166699.61,-135347.94
8.0,-5765.342,5401.545,-5714.4243,5450.048,-159231.5,-166992.58,-166806.69,-135454.11
9.0,-5751.4834,5338.3115,-5735.1445,5386.122,-159196.81,-166958.66,-166769.22,-135416.2
10.0,-5693.816,5166.0913,-5773.545,5214.93,-159092.88,-166858.03,-166659.27,-135307.08
11.0,-5716.995,5208.7163,-5794.6,5257.7334,-159113.92,-166879.27,-166682.4,-135330.9
12.0,-5771.8237,5388.1113,-5740.3525,5436.7485,-159221.48,-166984.02,-166796.44,-135444.28
13.0,-5753.9424,5366.184,-5715.1846,5414.2183,-159211.2,-166973.77,-166784.98,-135432.08
14.0,-5702.5107,5183.168,-5774.1704,5231.828,-159100.4,-166866.19,-166667.55,-135315.31
15.0,-5700.276,5180.9775,-5783.447,5230.1294,-159094.73,-166861.44,-166662.47,-135311.06
16.0,-5771.064,5364.173,-5763.777,5412.8994,-159203.92,-166967.9,-166778.34,-135426.44
17.0,-5752.3105,5389.1396,-5695.537,5437.2627,-159222.4,-166985.56,-166797.3,-135444.66
18.0,-5714.067,5209.2524,-5773.925,5257.577,-159113.25,-166879.69,-166681.89,-135329.53
19.0,-5688.027,5161.3975,-5774.238,5210.37,-159080.88,-166848.88,-166648.31,-135296.8
20.0,-5766.9287,5333.238,-5785.123,5381.92,-159182.22,-166947.94,-166756.02,-135404.22
21.0,-5757.183,5406.328,-5689.8823,5454.7866,-159230.98,-166995.33,-166807.02,-135454.39
22.0,-5734.474,5248.2563,-5778.261,5296.447,-159137.73,-166904.56,-166707.66,-135355.23
23.0,-5689.122,5157.687,-5776.5176,5206.794,-159080.56,-166849.6,-166647.81,-135296.31
24.0,-5761.7207,5304.382,-5801.3057,5353.176,-159164.28,-166931.69,-166737.39,-135385.88
25.0,-5757.541,5413.771,-5688.34,5462.297,-159232.39,-166997.72,-166809.28,-135456.7
26.0,-5740.822,5279.0796,-5765.9004,5327.1133,-159152.27,-166919.69,-166723.94,-135371.45
27.0,-5683.0425,5149.976,-5769.812,5199.105,-159072.2,-166842.38,-166639.62,-135288.16
28.0,-5743.2583,5263.7017,-5801.4175,5312.585,-159135.27,-166904.3,-166707.44,-135356.22
29.0,-5762.637,5411.3125,-5701.505,5459.883,-159227.1,-166993.61,-166804.36,-135452.17
30.0,-5750.366,5316.273,-5753.1377,5364.2173,-159173.27,-166941.16,-166746.69,-135394.17
31.0,-5688.3174,5156.8154,-5772.2036,5205.8105,-159075.17,-166846.16,-166643.17,-135291.53
32.0,-5730.473,5233.5713,-5800.926,5282.7007,-159116.56,-166887.03,-166687.81,-135336.64
33.0,-5768.4707,5401.746,-5720.8843,5450.406,-159218.16,-166985.97,-166795.53,-135443.62
34.0,-5753.9424,5345.509,-5733.647,5393.543,-159187.44,-166955.92,-166762.34,-135409.97
35.0,-5694.956,5168.461,-5773.545,5217.366,-159079.6,-166851.44,-166648.39,-135296.77
36.0,-5712.3457,5201.2285,-5791.65,5250.313,-159094.33,-166866.42,-166664.97,-135314.02
37.0,-5769.4766,5379.64,-5745.8955,5428.2773,-159199.98,-166969.3,-166777.2,-135425.58
38.0,-5752.981,5369.291,-5713.061,5417.236,-159197.55,-166966.78,-166774.0,-135421.77
39.0,-5701.3486,5184.554,-5771.5776,5233.0796,-159085.03,-166857.55,-166654.9,-135303.28
40.0,-5692.3633,5171.3887,-5776.5625,5220.4287,-159072.47,-166845.94,-166642.52,-135291.66
41.0,-5765.7217,5352.08,-5765.7217,5400.6953,-159179.38,-166950.19,-166756.06,-135404.83
42.0,-5751.9756,5388.4243,-5694.9336,5436.5474,-159205.75,-166975.66,-166783.33,-135431.19
43.0,-5716.056,5213.9688,-5773.5,5262.2935,-159101.05,-166873.94,-166672.23,-135320.39
44.0,-5686.44,5158.6035,-5772.986,5207.7104,-159065.0,-166839.7,-166634.66,-135283.84
45.0,-5763.6655,5325.1465,-5787.135,5373.7837,-159162.03,-166934.38,-166737.9,-135386.9
46.0,-5753.8306,5404.652,-5686.2837,5453.043,-159213.6,-166984.33,-166792.0,-135440.14
47.0,-5731.4116,5249.8433,-5771.645,5297.9443,-159121.7,-166895.08,-166694.3,-135342.58
48.0,-5680.696,5148.9253,-5768.1133,5198.0547,-159057.72,-166833.48,-166627.42,-135276.42
49.0,-5751.8413,5289.5176,-5795.673,5338.401,-159137.64,-166911.73,-166712.89,-135361.94
50.0,-5756.1553,5410.664,-5687.4233,5459.145,-159214.16,-166986.17,-166793.5,-135441.7
51.0,-5740.3076,5283.684,-5760.134,5331.5166,-159139.23,-166913.14,-166713.47,-135361.64
52.0,-5680.718,5147.875,-5766.75,5196.758,-159055.2,-166831.98,-166625.05,-135274.11
53.0,-5741.023,5257.957,-5801.3726,5306.7734,-159117.61,-166893.27,-166691.84,-135341.23
54.0,-5762.1006,5409.636,-5701.17,5458.139,-159211.0,-166984.16,-166790.5,-135439.05
55.0,-5747.863,5319.916,-5745.1357,5367.816,-159159.61,-166933.97,-166735.42,-135383.55
56.0,-5686.8647,5156.2344,-5769.6333,5205.1177,-159059.19,-166836.8,-166629.5,-135278.61
57.0,-5724.0806,5224.407,-5796.2764,5273.469,-159095.2,-166872.69,-166668.7,-135318.28
58.0,-5767.018,5400.2485,-5721.532,5448.93,-159202.78,-166977.45,-166782.56,-135431.39
59.0,-5752.78,5355.388,-5726.785,5403.3774,-159180.02,-166955.14,-166757.55,-135405.88
60.0,-5700.9688,5176.686,-5777.7915,5225.413,-159071.81,-166850.11,-166643.0,-135292.1
61.0,-5712.368,5199.485,-5792.6777,5248.5024,-159080.05,-166858.77,-166652.77,-135302.4
62.0,-5772.3604,5380.646,-5751.4165,5429.283,-159187.89,-166964.06,-166767.23,-135416.5
63.0,-5755.283,5378.232,-5711.072,5426.132,-159190.03,-166965.95,-166769.0,-135417.4
64.0,-5711.809,5197.898,-5779.87,5246.334,-159081.72,-166860.81,-166654.17,-135303.06
65.0,-5698.6665,5176.418,-5783.447,5225.4575,-159064.44,-166844.61,-166636.72,-135286.45
